,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Weather.Condition,Report.Status,Publication.Date
1360,20020917X03629,Accident,LAX82DUG12,1982-05-28,"PALM SPRINGS, CA",United States,Unknown,Unknown,Non-Fatal,Minor,Airplane,N1009R,Swearingen,SA226-TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Sunaire,0.0,1.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-05-28
1391,20020917X03282,Accident,FTW82DA201,1982-05-29,HIGH ISLAND 389,HIGH ISLAND,Unknown,Unknown,Non-Fatal,Destroyed,Helicopter,N1070D,Bell,206L-1,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Houston Helicopters,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-05-29
1427,20020917X02893,Incident,ATL82IA159,1982-06-02,"ASHEBORO, NC",United States,Unknown,Unknown,Incident,Minor,Airplane,N59749,Piper,PA-31-325,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Clarence Roberts/roberts Avia.,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-02-06
1451,20020917X03873,Accident,MKC82FA095,1982-06-04,"WICHITA, KS",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N190BT,Beech,65-90,Yes,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,"Midwest Piper Flight, Inc",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-04-06
1516,20020917X02838,Accident,ATL82FA161,1982-06-11,"HAZARD, KY",United States,Unknown,Unknown,Non-Fatal,Destroyed,Helicopter,N5781Z,Aerospatiale,AS350D,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,"Kentucky Helicopters, Inc.",0.0,1.0,2.0,Visual Meteorological Conditions,Probable Cause,1983-11-06
1570,20020917X02751,Accident,ATL82DA165,1982-06-15,"MYRTLE BEACH, SC",United States,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,N1691W,Beech,A36,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Grand Strand Aviation Inc,0.0,0.0,1.0,Visual Meteorological Conditions,Probable Cause,1983-06-15
1581,20020917X02713,Incident,ANC82IA048,1982-06-16,"NEAR PORT HEIDE, AK",United States,Unknown,Unknown,Incident,Minor,Airplane,N525N,De Havilland,DHC-6-100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,"Sea Airmotive, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-16
1598,20020917X02644,Accident,ANC82DA049,1982-06-17,"NEAR EKWOK, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N9561K,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Armstrong Air Service,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-17
1600,20020917X03661,Accident,LAX82FA224,1982-06-18,"FRESNO, CA",United States,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,N74JT,Beech,H-18,Yes,2.0,Reciprocating,Part 135: Air Taxi & Commuter,West States Air Taxi,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-18
1603,20020917X02645,Accident,ANC82DA050,1982-06-18,"NEAR CHINITNA B, AK",United States,Unknown,Unknown,Fatal(1),Destroyed,Airplane,N4212Q,Cessna,185F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Alaska North Flying Service,1.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-18
1659,20020917X03207,Accident,DEN82FA106,1982-06-21,"DILLON, MT",United States,Unknown,Unknown,Non-Fatal,Destroyed,Helicopter,N47271,Aerospatiale,SA-315B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,"Hoskings Helicopter, Inc.",0.0,3.0,1.0,Visual Meteorological Conditions,Probable Cause,1983-06-21
1681,20020917X03666,Accident,LAX82FA232,1982-06-23,"DARDANELLE, CA",United States,Unknown,Unknown,Fatal(3),Destroyed,Helicopter,N6456,Aerospatiale,SA-316B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,"Continental Helicopters, Inc.",3.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-23
1689,20020917X04056,Accident,NYC82FNA17,1982-06-23,"HYANNIS, MA",United States,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,N3601U,S.n.i.a.s.,SA-330J,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Petroleum Helicopters,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-23
1756,20020917X04105,Accident,SEA82DA098,1982-06-29,"GLACIER BAY, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N2947N,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Layton A. Bennet,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-29
1763,20020917X03330,Accident,FTW82DA253,1982-06-30,"LUBBOCK, TX",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N91CA,Beech,E18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,"Coker Airfreight, Inc.",0.0,0.0,1.0,Visual Meteorological Conditions,Probable Cause,1983-06-30
1764,20020917X03146,Accident,DEN82DA122,1982-06-30,"LAS ANIMAS, CO",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N2745B,Cessna,340,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Colorado Corporate Charters,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-06-30
1796,20020917X02650,Accident,ANC82DA057,1982-07-02,"NOME, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N39MN,Britten-norman,BN-2A,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,"Munz Northern Airlines, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-02-07
1814,20020917X03670,Accident,LAX82FA242,1982-07-03,"GRAND CANYON, AZ",United States,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,N4778R,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,"Grand Canyon Helicopters, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-03-07
1833,20020917X04180,Incident,SEA82IA101,1982-07-05,"BOISE, ID",United States,Unknown,Unknown,Incident,Minor,Airplane,N919RW,Douglas,DC-9-31,No,2.0,Turbo Fan,Part 121: Air Carrier,"Republic Airlines West, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-05-07
1834,20020917X04065,Incident,NYC82IA137,1982-07-05,"FLUSHING, NY",United States,Unknown,Unknown,Incident,Minor,Airplane,CGAAA,Boeing,727-233,No,3.0,Turbo Fan,Part 129: Foreign,Air Canada,0.2873980054397099,0.30679298528522475,0.17676106016325707,Visual Meteorological Conditions,Probable Cause,2014-04-12
1856,20020917X03153,Accident,DEN82DA130,1982-07-07,"MEETEETSE, WY",United States,Unknown,Unknown,Non-Fatal,Destroyed,Helicopter,N67081,Aerospatiale,SA316B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Hawkins And Powers Helicopters,0.0,5.0,2.0,Visual Meteorological Conditions,Probable Cause,1983-07-07
1864,20020917X04109,Accident,SEA82DA104,1982-07-08,"51 NM ESE YAKUT, AK",United States,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,N1119X,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,L.a.b. Flying Service,0.0,0.0,2.0,Visual Meteorological Conditions,Probable Cause,1983-08-07
1892,20020917X03351,Accident,FTW82DA275A,1982-07-09,"AUSTIN, TX",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N87280,Cessna,402B,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,"Kitty Hawk Airways, Inc.",0.0,2.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-07
1893,20020917X02651,Accident,ANC82DA058,1982-07-09,"ELIM, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N7745Q,Cessna,310,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Seward Peninsula Flying Svc,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-07
1905,20020917X02704,Accident,ANC82FA056,1982-07-10,"38 SE BARROW, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,N59572,Bell,212,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Kenai Air Alaska Inc.,0.0,0.0,3.0,Visual Meteorological Conditions,Probable Cause,1983-10-07
1942,20020917X04156,Accident,SEA82FA111,1982-07-14,"OXBOW, OR",United States,Unknown,Unknown,Fatal(4),Destroyed,Airplane,N8230U,Cessna,172F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Hell's Canyon Navigation Compa,4.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-14
1954,20020917X03357,Accident,FTW82DA281,1982-07-14,"SABINE, TX",United States,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,N116AL,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Air Logistics,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-14
1969,20020917X03515,Accident,LAX82AA259,1982-07-16,"MORTON, WY",United States,Unknown,Unknown,Non-Fatal,Minor,Airplane,N1815U,Mcdonnell Douglas,DC-10-10,No,3.0,Turbo Fan,Part 121: Air Carrier,United Airlines,0.0,7.0,19.0,Visual Meteorological Conditions,Probable Cause,1983-07-16
2014,20020917X03681,Accident,LAX82FA267,1982-07-19,"NEAR INYOKERN, CA",United States,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,N1378L,Cessna,T337H,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Agritill Leasing Co.,0.0,2.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-19
2019,20020917X03361,Accident,FTW82DA285,1982-07-19,GULF OF MEXICO,GULF OF MEXICO,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,N5771L,Aerospatiale,AS-350D,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,"Petroleum Helicopter, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-19
2021,20020917X03895,Incident,MKC82IA128,1982-07-20,"FENTON, MO",United States,Unknown,Unknown,Incident,Minor,Airplane,N3606B,Beech,E18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,"Executive Aviation, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-20
2078,20020917X04159,Accident,SEA82FA129,1982-07-24,"11NM EAST OF SI, AK",United States,Unknown,Unknown,Fatal(4),Destroyed,Airplane,N9682Q,Cessna,A185F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Bellair,4.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-24
2094,20020917X03969,Accident,NYC82DA164,1982-07-24,"JAMAICA, NY",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N9426E,Cessna,172N,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,East Hampton Flight Service,0.0,0.0,1.0,Visual Meteorological Conditions,Probable Cause,1983-07-24
2132,20020917X04067,Incident,NYC82IA170,1982-07-28,"FLUSHING, NY",United States,Unknown,Unknown,Incident,Minor,Airplane,N64323,Boeing,727-231,No,3.0,Turbo Fan,Part 121: Air Carrier,Trans World Airlines,0.0,0.0,0.0,Instrument Meteorological Conditions,Probable Cause,1983-07-28
2146,20020917X03169,Accident,DEN82DA147,1982-07-28,"BRYCE CANYON, UT",United States,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,N88389,Bell,UH1B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Beartooth,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-28
2147,20020917X02655,Accident,ANC82DA063,1982-07-28,"MCKINLEY NAT'L., AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N3093T,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Denali Flying Service,0.0,0.0,4.0,Visual Meteorological Conditions,Probable Cause,1983-07-28
2168,20020917X03239,Incident,DEN82IA150,1982-07-30,"NEAR WINTER PAR, CO",United States,Unknown,Unknown,Incident,Minor,Helicopter,N49556,Aerospatiale,350D,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Jerry Lynn Noland,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-30
2176,20020917X03377,Accident,FTW82DA302,1982-07-30,"EL PASO, TX",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N102BL,Douglas,DC-3C,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Pronto Aviation Services,0.0,0.0,2.0,Visual Meteorological Conditions,Probable Cause,1983-07-30
2236,20020917X04026,Accident,NYC82FA181,1982-08-04,"CONCORD, NH",United States,Unknown,Unknown,Fatal(2),Destroyed,Airplane,N81786,Piper,PA-28-161,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,"Coastal Air Services, Inc.",2.0,0.0,0.0,Instrument Meteorological Conditions,Probable Cause,1983-04-08
2239,20020917X02849,Accident,ATL82FA229,1982-08-04,"RALEIGH, NC",United States,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,N4076W,Piper,PA-32-260,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Fast Eddie's Flying Service,0.0,1.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-04-08
2254,20020917X03240,Incident,DEN82IA154,1982-08-05,"DENVER, CO",United States,Unknown,Unknown,Incident,Minor,Airplane,N7356F,Boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,"Frontier Airlines, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-05-08
2288,20020917X03397,Accident,FTW82DA323,1982-08-08,"GRAND ISLE, LA",United States,Unknown,Unknown,Non-Fatal,Destroyed,Helicopter,N59504,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Petroleum Helicopter,0.0,1.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-08-08
2451,20020917X03876,Accident,MKC82FA149,1982-08-20,"KANSAS CITY, MO",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N237AM,Swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Air Midwest,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-08-20
2456,20020917X03729,Incident,LAX82IA309,1982-08-21,"HONOLULU, HI",United States,Unknown,Unknown,Incident,Minor,Airplane,N104WA,Mcdonnell Douglas,DC-10-30F,No,3.0,Turbo Fan,Part 121: Air Carrier,"World Airways, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-08-21
2520,20020917X02668,Accident,ANC82DA080,1982-08-25,"NEAR DILLINGHAM, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N7989C,Piper,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Peter Reichard,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-08-25
2525,20020917X04161,Accident,SEA82FA149,1982-08-27,"BOISE, ID",United States,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,N7306U,Cessna,T207A,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Salmon Air Taxi,0.0,0.0,3.0,Visual Meteorological Conditions,Probable Cause,1983-08-27
2577,20020917X02667,Accident,ANC82DA078,1982-08-30,"EGEGIK, AK",United States,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,N1084X,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,"Peninsula Airways, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-08-30
2586,20020917X03038,Accident,CHI82DA316,1982-08-30,"CHICAGO, IL",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N38RM,Beech,G18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Viking Express Inc,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-08-30
2613,20020917X04732,Accident,LAX82DA330,1982-09-02,"LIHUE, HI",United States,Unknown,Unknown,Non-Fatal,Destroyed,Helicopter,N59358,Bell,206-L,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Papillon Helicopters Limited,0.0,2.0,3.0,Visual Meteorological Conditions,Probable Cause,1983-02-09
2624,20020917X04254,Accident,ATL82DA262,1982-09-02,"DARLINGTON, SC",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N28311,Grumman,AA5B,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Raleigh Flying Service,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-02-09
2625,20020917X04214,Accident,ANC82FAA14,1982-09-02,"FAIRBANKS, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N3299Q,Cessna,402,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Greg Hawes,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-02-09
2668,20020917X04184,Accident,ANC82DA083,1982-09-05,"NEAR KIPNUK, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N76078,Cessna,207A,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,"Bethel Ventures,inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-05-09
2696,20020917X04398,Accident,CHI82DA346,1982-09-08,"HOLLAND, MI",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N54847,Piper,PA-23-250,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Franklin Flying Service,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-08-09
2713,20020917X04738,Accident,LAX82DA336,1982-09-09,"RIVERSIDE, CA",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N7349U,Cessna,T207A,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Airway Express Inc.,0.0,0.0,2.0,Instrument Meteorological Conditions,Probable Cause,1983-09-09
2724,20020917X04597,Accident,FTW82DA373,1982-09-10,"TOMBALL, TX",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N3980A,Cessna,310R,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Thomas R. Mcelhenney,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-10-09
2750,20020917X04526,Incident,DEN82IA192,1982-09-13,"DENVER, CO",United States,Unknown,Unknown,Incident,Minor,Airplane,N5471M,Fairchild/swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Air Midwest,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-13
2757,20020917X05123,Accident,SEA82FA163,1982-09-14,"MAHONEY CREEK, ID",United States,Unknown,Unknown,Fatal(2),Destroyed,Airplane,N5157G,De Havilland,DHC-II,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,James F. Searles,2.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-14
2763,20020917X04764,Accident,LAX82FA344,1982-09-14,"GRAND CANYON, AZ",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N59SA,Cessna,402,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Scenic Airlines Inc.,0.0,1.0,6.0,Visual Meteorological Conditions,Probable Cause,1983-09-14
2771,20020917X04509,Accident,DEN82DA196,1982-09-15,"KEMMERER, WY",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N8317Q,Cessna,U206F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Air Express Corporation,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-15
2785,20020917X04211,Accident,ANC82FA091,1982-09-17,"NEAR NONDALTON, AK",United States,Unknown,Unknown,Fatal(4),Destroyed,Airplane,N33249,Robertson,C-U206F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Lake Clark Flying Service,4.0,1.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-17
2792,20020917X04405,Accident,CHI82DA355,1982-09-17,"INDIANAPOLIS, IN",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N730M,Beech,G18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,"Indianapolis Air Charter, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-17
2807,20020917X05116,Accident,SEA82DA167,1982-09-18,"42NM ESE OF YAK, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N80632,Cessna,U206A,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Gulf Air Taxi,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-18
2831,20020917X04216,Incident,ANC82IA095,1982-09-21,"NEAR DILLINGHAM, AK",United States,Unknown,Unknown,Incident,Minor,Airplane,N7394U,Cessna,C-207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Yute Air Alaska Inc.,0.2873980054397099,0.30679298528522475,0.17676106016325707,Visual Meteorological Conditions,Probable Cause,2012-08-11
2836,20020917X04513,Accident,DEN82DA202,1982-09-21,"LANGDON, ND",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N8107X,Piper,PA-34,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Thunderbird Aviation,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-21
2838,20020917X05047,Accident,NYC82FA230,1982-09-22,"NEW YORK, NY",United States,Unknown,Unknown,Fatal(1),Minor,Helicopter,N2772H,Bell,222,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,"Omniflight Airways, Inc.",1.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-22
2861,20020917X04193,Accident,ANC82DA096,1982-09-23,"NENANA, AK",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N3974G,Cessna,U206,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Cyril D. Hetherington,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-23
2896,20020917X04413,Accident,CHI82DA367,1982-09-26,"BEDFORD PARK, IL",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N1728U,Cessna,207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Air Freight Express,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-26
2914,20020917X04755,Accident,LAX82DA363,1982-09-29,"BIG SUR, CA",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N6718X,Beech,76,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Altair,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-29
2916,20020917X04633,Incident,FTW82IA401,1982-09-30,"INTRACOASTAL CI, LA",United States,Unknown,Unknown,Incident,Minor,Helicopter,N2091E,Bell,214ST,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,Petroleum Helicopters Inc.,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-30
2920,20020917X04217,Incident,ANC82IA103,1982-09-30,"KENAI, AK",United States,Unknown,Unknown,Incident,Minor,Airplane,N61366,Piper,PA31-350,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Southcentral Air Inc.,0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-09-30
2978,20020917X04291,Accident,ATL83FA003,1982-10-04,"DYERSBURG, TN",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N1ET,Piper,PA-31-310,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Midwest Air Svcs. Inc.,0.0,0.0,5.0,Visual Meteorological Conditions,Probable Cause,1983-04-10
2998,20020917X04552,Accident,DEN83LA003,1982-10-07,"ROCK SPRINGS, WY",United States,Unknown,Unknown,Non-Fatal,Substantial,Airplane,N6169Z,Cessna,TU206G,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,"Cowboy Air Service, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,Probable Cause,1983-07-10
